DRUG_ID,COSMIC_ID,TCGA_DESC,Label,Pred
1909,910705,UNCLASSIFIED,-5.2233,-3.7419512271881104
1510,909248,MB,4.51125,5.141800403594971
1853,1240179,CESC,3.535887,2.9859557151794434
1941,910079,ESCA,-3.023716,-2.385072946548462
1049,688001,SCLC,2.689196,2.4258546829223633
2106,1298223,LUSC,1.420333,2.736522674560547
1922,907044,UNCLASSIFIED,1.743652,1.715040683746338
1046,906792,SKCM,1.089994,1.5011157989501953
1911,925347,PAAD,-2.791349,-1.8110296726226807
1913,905944,LUAD,5.272052,4.8961100578308105
1373,909769,UNCLASSIFIED,4.99029,4.902154922485352
1922,1331032,DLBC,2.553528,3.5243747234344482
1557,753584,BLCA,4.435668,3.1980223655700684
1013,907061,HNSC,2.710192,2.915851354598999
1007,906821,PAAD,-3.978476,-3.761169672012329
1557,753551,SCLC,4.538651,3.9812679290771484
1237,910401,UNCLASSIFIED,3.79718,3.589373826980591
1036,1240226,SKCM,1.026498,3.1476998329162598
1007,753552,BLCA,-2.931242,-4.15689754486084
1926,971773,UNCLASSIFIED,-0.656644,-0.5428522229194641
2110,1240124,COREAD,4.200222,4.009588718414307
1079,906827,UNCLASSIFIED,0.621251,0.7210450172424316
2048,684072,UNCLASSIFIED,-5.395842,-5.038995742797852
1630,909755,COREAD,5.573853,5.2259602546691895
1010,753548,LAML,1.939165,2.0082545280456543
1557,907792,COREAD,6.491513,6.023125171661377
1025,749712,BRCA,5.697029,5.400796413421631
2040,949157,UNCLASSIFIED,1.031547,1.0282397270202637
1598,906821,PAAD,4.157468,4.914490699768066
1012,1240186,SCLC,2.058347,2.7641825675964355
1248,998189,COREAD,-4.628969,-4.156421661376953
1510,1290795,UNCLASSIFIED,4.94158,4.637601852416992
1854,925347,PAAD,6.129321,5.79124116897583
1083,906830,SKCM,3.826365,4.1098527908325195
1004,910554,COREAD,-2.979072,-2.5165534019470215
2106,1330985,LAML,3.258693,4.14859676361084
1529,724863,UNCLASSIFIED,0.176143,0.5777029991149902
1926,906693,PAAD,0.588681,0.9318174123764038
1131,906862,BRCA,2.735763,4.38874626159668
1088,910930,DLBC,-0.142121,-0.589267909526825
1510,906831,UNCLASSIFIED,3.350167,3.250844717025757
1004,1290798,BRCA,1.128721,-0.058979332447052
1786,688025,SCLC,3.099759,2.7838189601898193
1373,753538,HNSC,4.470627,4.733848571777344
1083,753555,ESCA,2.499656,2.814039945602417
1512,909702,ALL,4.389701,4.093207836151123
1862,1240122,HNSC,-1.58227,-1.4825491905212402
1088,1503367,ESCA,3.890757,2.921492338180542
1578,909252,ALL,4.404104,3.7188520431518555
2106,910704,BRCA,-0.231396,1.683847427368164
1005,905971,COREAD,3.233054,3.3996095657348633
2110,946382,BRCA,5.06498,4.189028739929199
1054,906790,STAD,1.994129,2.4945168495178223
1913,908156,UNCLASSIFIED,3.144967,2.7407166957855225
1010,1299080,SKCM,2.996267,3.4577815532684326
2040,909904,PAAD,1.31311,2.0931901931762695
2106,1503367,ESCA,3.107517,5.688967227935791
1930,1297447,MM,0.506631,0.5423626899719238
1248,925348,PAAD,-3.783265,-2.0241425037384033
1578,683667,MB,3.938308,4.356280326843262
1190,687821,LUAD,2.025576,2.9564626216888428
1512,687983,SCLC,4.992224,4.706547260284424
1996,906804,UNCLASSIFIED,2.956344,3.3256351947784424
1941,924107,CESC,-3.128659,-3.61031174659729
1561,906746,GBM,1.576285,2.6812338829040527
1910,1240168,GBM,1.326539,2.5017950534820557
1912,687812,LUAD,4.415969,3.417097568511963
2106,906696,THCA,3.505107,3.4778618812561035
2047,753565,SCLC,2.81042,2.8835854530334473
1855,753532,HNSC,6.204215,4.5977325439453125
1910,925343,UNCLASSIFIED,2.900941,3.0087757110595703
1617,907788,PRAD,2.030139,0.3159564137458801
1049,687819,LUAD,5.128548,4.950971603393555
1559,910947,LAML,-4.680953,-3.7693350315093994
1626,1240168,GBM,3.326845,3.4453933238983154
1928,1327769,DLBC,2.025405,2.443561315536499
1012,909709,HNSC,2.945155,2.4276185035705566
1249,1240174,UCEC,3.715724,3.9965033531188965
1625,1480362,OV,5.528444,5.201786994934082
1507,949177,NB,4.149879,3.7195520401000977
2047,930298,CESC,2.667274,2.6505424976348877
2048,906872,NB,-1.05032,-1.1554334163665771
1131,908122,BRCA,2.08785,2.698272466659546
1375,906843,CESC,6.102626,5.376070022583008
1630,905970,LUAD,4.158944,3.6975395679473877
1091,946357,UNCLASSIFIED,0.411971,1.2230701446533203
1259,1298526,PAAD,4.007579,3.6241941452026367
1085,925346,PAAD,5.476156,3.424701452255249
1862,907286,PAAD,-2.040349,-1.2363436222076416
1085,908447,NB,1.773809,3.119777202606201
1011,1327766,MM,0.020412,-0.23775595426559448
1559,753612,MM,-2.19486,0.18791675567626953
1926,909713,SKCM,0.338261,1.061325192451477
1050,946359,BRCA,4.181466,4.39738130569458
1561,910852,BRCA,0.900091,2.461512804031372
1930,924250,STAD,2.521693,1.8155016899108887
1168,1327773,DLBC,2.556823,2.478929281234741
1564,998189,COREAD,1.064187,0.9156482815742493
1511,687457,BLCA,-1.016978,-0.5341339707374573
1085,924102,THCA,3.507672,3.616562604904175
1624,906693,PAAD,3.182596,3.4355738162994385
1088,906818,SKCM,2.831332,1.7333861589431763
1919,905951,BRCA,2.222149,2.979519844055176
1564,1290730,BLCA,2.026507,2.3322834968566895
2043,909750,LGG,5.143439,4.499416828155518
1918,1330947,LAML,1.697649,2.4145925045013428
1131,753546,SKCM,5.781579,5.948418617248535
1083,910900,LUAD,3.573346,3.753554344177246
1079,1290813,MESO,-0.536223,-0.12747502326965332
1941,687780,UNCLASSIFIED,-5.632621,-4.688423156738281
1057,1298219,UNCLASSIFIED,0.927527,0.5597888827323914
1614,924244,LUAD,3.536534,3.060115098953247
2110,1240129,OV,5.227464,5.662189960479736
1630,910930,DLBC,3.881714,2.7882513999938965
1017,910942,UNCLASSIFIED,3.47303,3.827845811843872
1852,1298531,HNSC,3.230592,4.595391750335693
1022,907000,UNCLASSIFIED,-1.877905,-1.148632287979126
1046,924250,STAD,3.240168,3.734461784362793
1786,907043,UNCLASSIFIED,2.055231,2.3005189895629883
2111,909905,GBM,5.049294,3.76432728767395
1564,910691,UCEC,4.339778,3.993928909301758
1854,908123,BRCA,2.952409,4.143732070922852
1507,909770,STAD,4.241416,3.939304828643799
1085,905957,BRCA,2.141935,2.8783349990844727
1936,908142,UNCLASSIFIED,1.253304,1.858574390411377
1080,924107,CESC,-5.455731,-4.818641185760498
1862,749713,BRCA,-0.889507,-1.5902113914489746
1046,910910,BRCA,1.79898,2.9719855785369873
2045,908128,SKCM,6.167198,5.343420028686523
1913,753569,LUSC,4.87985,4.41108512878418
1549,688023,SCLC,4.918564,4.00994348526001
1621,687995,SCLC,5.245172,4.342824935913086
1635,910951,LCML,3.594372,3.6601319313049316
1080,910850,LIHC,0.627561,0.5356912612915039
1180,907062,HNSC,-3.304347,-1.674135684967041
1507,907279,LGG,4.603339,5.244994640350342
1093,1240217,LIHC,2.356021,2.1820616722106934
1034,724831,UNCLASSIFIED,-3.413528,-2.776224136352539
1372,909784,SKCM,-1.641155,-1.4968369007110596
1910,908446,STAD,1.33753,1.9587109088897705
1512,749717,BRCA,5.942063,5.816088676452637
1083,684052,UNCLASSIFIED,2.460314,2.892742872238159
1054,1503365,ESCA,5.759774,5.057803153991699
1036,753610,SCLC,4.082857,3.6956703662872314
1168,930083,THCA,5.460609,6.1095380783081055
1013,906847,UNCLASSIFIED,1.595699,2.168654680252075
1168,687590,GBM,2.359189,2.7880396842956543
1259,687448,SKCM,2.87204,3.6332526206970215
1852,1659823,COREAD,4.959787,5.480675220489502
1629,753548,LAML,2.849197,3.4718616008758545
1179,909769,UNCLASSIFIED,2.398139,2.076054573059082
1910,1240149,UNCLASSIFIED,2.30377,2.6794419288635254
1011,907792,COREAD,0.415413,1.660517692565918
1200,909773,DLBC,1.900849,2.1478824615478516
1627,905959,OV,4.400828,4.261392593383789
1924,907291,COREAD,1.853787,1.95538330078125
1017,910688,LAML,1.576889,1.8705763816833496
1930,724828,NB,-0.479074,0.4367983341217041
1613,907794,COREAD,3.141166,0.9047351479530334
1561,909735,UCEC,1.647121,1.6380647420883179
1578,910687,ALL,4.13243,3.260401487350464
1936,1330947,LAML,0.612614,0.8304182887077332
1862,1298349,SCLC,-0.422723,-0.7024467587471008
1131,907064,UNCLASSIFIED,6.822997,6.212948322296143
1510,908156,UNCLASSIFIED,2.554842,0.9708007574081421
1918,908123,BRCA,2.054665,2.3154115676879883
1168,683665,MM,2.761263,1.2398391962051392
1578,910549,ESCA,5.262259,5.609035491943359
1613,753574,ESCA,3.810714,4.459750652313232
1925,907280,LAML,4.275705,3.715010404586792
1621,908443,LUSC,5.780121,5.368033409118652
1180,930297,CESC,-2.556153,-0.8300660252571106
1080,909747,COREAD,1.537191,0.6732844710350037
2044,910900,LUAD,2.352416,3.3057947158813477
1093,946353,ESCA,3.595929,3.317694902420044
1910,1298475,PAAD,3.782393,3.632420539855957
1630,909249,MM,2.849543,3.00141978263855
1017,909784,SKCM,5.078408,5.144651889801025
1091,724872,SCLC,2.435118,2.469409465789795
1512,906820,NB,5.447731,4.815558433532715
2047,908483,SCLC,2.146937,2.3749570846557617
1930,1240123,COREAD,0.713536,0.16417938470840454
1042,1290905,BRCA,5.014417,5.990576267242432
1924,907295,SCLC,5.775793,4.891507625579834
1631,909255,UNCLASSIFIED,0.730773,1.359323263168335
2044,907317,ESCA,3.538945,2.392259359359741
1620,908147,ALL,3.78793,3.5465545654296875
2048,906835,GBM,-1.533485,0.9240068793296814
1004,1503366,ESCA,-3.225653,-2.19677472114563
1268,910924,STAD,4.182666,5.126932144165039
1613,1290798,BRCA,3.515286,4.581387042999268
1799,909729,GBM,5.808195,5.823530673980713
1553,909743,ALL,1.84008,1.1801986694335938
1912,906826,BRCA,2.758705,3.7284996509552
1620,909976,UNCLASSIFIED,4.295688,4.623047828674316
1564,905965,UNCLASSIFIED,1.500343,2.2180821895599365
1507,688031,SCLC,2.548873,3.457984685897827
1918,753573,ESCA,3.564723,2.190110206604004
1925,907278,LAML,4.777008,4.737936019897461
1068,688001,SCLC,0.185051,-0.02192544937133789
1630,906836,UNCLASSIFIED,2.219345,2.0571203231811523
1622,909264,UNCLASSIFIED,4.83518,4.626051902770996
2106,1240170,GBM,2.197932,2.401798725128174
1930,908156,UNCLASSIFIED,-1.932658,-0.7480383515357971
1996,909774,UNCLASSIFIED,4.516405,3.2554564476013184
1259,998184,ALL,-0.395039,-0.2079945206642151
1624,1240167,ESCA,2.4189,2.379328966140747
1557,910784,UNCLASSIFIED,6.258462,5.721236228942871
1511,753561,HNSC,-0.426907,-2.1492133140563965
2107,910689,COREAD,6.606527,7.128971576690674
1918,909904,PAAD,4.222257,3.3503925800323486
1927,1660035,COREAD,6.305416,5.79719877243042
1085,909719,LIHC,2.201518,2.2871344089508057
1931,906836,UNCLASSIFIED,1.033842,2.36185884475708
1620,687586,GBM,5.021207,5.003542900085449
1630,687459,BLCA,4.265066,4.518387317657471
1617,1240216,LIHC,1.971337,2.7567667961120605
2047,1327774,UNCLASSIFIED,1.648356,2.528521776199341
1549,1298169,KIRC,4.046442,4.813149929046631
1613,1298350,LUAD,4.521912,3.640105962753296
1613,908451,LAML,2.007234,1.5997471809387207
1594,908123,BRCA,1.089201,2.4049060344696045
1576,1240136,MESO,3.78073,3.8938775062561035
1168,917486,COREAD,2.883763,2.6507983207702637
1873,753615,MM,2.222495,1.7261909246444702
2048,687588,GBM,-2.129866,-2.6661171913146973
2109,1240218,PAAD,4.302594,4.968521595001221
1933,753608,LUAD,6.785043,5.827062129974365
1614,924102,THCA,4.037202,3.8332359790802
1073,753573,ESCA,3.345576,3.62121319770813
1177,909256,BRCA,4.757454,4.136629581451416
1553,906848,UNCLASSIFIED,3.247045,3.596696615219116
1630,910942,UNCLASSIFIED,2.106174,2.4529221057891846
1622,1298222,ESCA,3.675412,4.357644557952881
1057,909732,UNCLASSIFIED,-1.218796,-1.0841281414031982
1615,1240196,HNSC,6.047126,5.234629154205322
1561,906831,UNCLASSIFIED,1.922963,1.764308214187622
2111,907047,UNCLASSIFIED,0.81764,1.8180232048034668
1068,1298358,STAD,2.368155,2.005368232727051
1093,910904,HNSC,4.751631,4.4757513999938965
1922,909703,ALL,2.316753,1.4954164028167725
1926,906846,UNCLASSIFIED,0.472582,-0.11648118495941162
2096,907057,LIHC,3.098061,2.656891345977783
1005,946382,BRCA,3.718517,4.263216972351074
1617,905957,BRCA,1.94858,-0.1492275595664978
1873,906805,LUAD,0.583871,0.5910531282424927
2040,1290724,HNSC,0.357101,0.7344149947166443
2045,905959,OV,6.637748,5.781517505645752
1627,1240219,PAAD,4.202106,4.4123921394348145
1032,905980,KIRC,0.548056,0.9369950294494629
1373,909750,LGG,3.373941,4.7147064208984375
1908,1298350,LUAD,2.943846,3.537046194076538
1625,949156,UNCLASSIFIED,5.062897,5.295722484588623
1131,687590,GBM,5.394756,4.888825416564941
1068,906812,BRCA,2.351196,1.867894172668457
1630,905955,SKCM,4.848427,4.987183094024658
1926,909696,UNCLASSIFIED,1.296011,0.3685508668422699
1010,910401,UNCLASSIFIED,1.544548,2.2443764209747314
1918,909780,BLCA,4.43418,3.476020336151123
1594,909264,UNCLASSIFIED,5.658219,5.162816047668457
1932,753573,ESCA,2.09486,2.0997414588928223
1613,688010,SCLC,4.087659,3.243896722793579
1091,909717,UNCLASSIFIED,1.101031,1.8308494091033936
1939,910688,LAML,2.493838,1.998091459274292
1005,1330942,LAML,3.60411,3.7314021587371826
