DRUG_ID,COSMIC_ID,TCGA_DESC,Label,Pred
1013,724859,LUAD,4.250295,3.8328399658203125
1079,909759,UNCLASSIFIED,-2.362642,-2.1259572505950928
1083,907053,LAML,2.938301,0.9307740926742554
1621,909785,UNCLASSIFIED,1.780809,1.933672547340393
1632,908121,BRCA,3.824503,3.1279406547546387
1012,1303897,DLBC,1.51372,2.2966291904449463
1625,753554,LUSC,4.642301,4.776250839233398
1177,713880,SCLC,4.910962,3.106509208679199
1003,909748,COREAD,-2.143157,-1.0659276247024536
1036,930298,CESC,3.821692,4.553180694580078
1631,907795,COREAD,2.407608,2.044391632080078
1622,1240137,MESO,5.748537,5.121094703674316
1924,1503362,ESCA,2.14157,2.4067914485931396
1624,910691,UCEC,4.541613,3.2054340839385986
1924,908141,LAML,2.975048,2.4437685012817383
1849,905989,COREAD,-1.754757,-2.009833574295044
1080,905949,LUAD,-4.480956,-2.7898871898651123
1849,907055,STAD,-2.352222,-1.646214485168457
1786,1240193,SCLC,1.417466,1.7297061681747437
1931,724870,PAAD,4.990436,4.587346076965332
1561,1240157,LIHC,1.590313,1.2191277742385864
1930,1240226,SKCM,2.434828,1.039125680923462
1248,908148,LAML,-6.386941,-4.949091911315918
1093,907269,CLL,3.660284,3.3548598289489746
1799,683667,MB,5.082599,4.006617546081543
1908,1480364,OV,2.421086,3.355074882507324
1916,906794,UNCLASSIFIED,3.270387,3.123087167739868
1091,908451,LAML,1.873375,0.8910208940505981
1576,1330935,UNCLASSIFIED,2.280259,1.2256150245666504
1941,908152,MESO,-2.596859,-4.734113693237305
1025,1674021,COREAD,4.816322,5.027052879333496
1089,1331049,UNCLASSIFIED,0.950956,1.606574535369873
1930,1299064,ESCA,-0.512545,-0.07390648126602173
1913,906834,MB,4.005804,3.9055747985839844
1862,908473,LUAD,-0.58452,-1.3581137657165527
1191,1303900,BRCA,-5.93371,-3.3964099884033203
1373,905958,ALL,4.288652,3.815068006515503
1012,908131,UNCLASSIFIED,2.364166,2.202908515930176
1511,909725,SKCM,-0.65706,-0.6458184719085693
1200,907313,GBM,2.918751,3.34305477142334
1913,906863,HNSC,4.329079,4.747945785522461
1849,907281,MM,-1.876731,-1.5565896034240723
1022,724825,MM,-0.444203,-0.46692436933517456
2047,724863,UNCLASSIFIED,0.590365,0.22478701174259186
2047,908446,STAD,1.715438,1.0159497261047363
1627,910944,ALL,0.41219,1.5428533554077148
1917,1298222,ESCA,1.837028,2.0280628204345703
1915,1298151,LIHC,2.028077,1.786014199256897
1624,753586,UNCLASSIFIED,3.054365,3.00677490234375
1564,1240145,LUAD,0.482585,-0.13814735412597656
1917,909262,UNCLASSIFIED,0.574946,0.8242491483688354
1047,1299059,HNSC,5.091353,5.80605411529541
1593,1298526,PAAD,3.034942,2.947843313217163
